Frequency,Intensity,Error
2586.14,2.097466111410426,0.01620228358257833
2581.65,2.0953071210987493,0.026545317594144264
2577.19,2.1311640390678144,0.025776155787135678
2572.74,2.1101570802694614,0.01724708586184442
2568.31,2.11219266920342,0.015625884396925024
2563.89,2.0928572157043237,0.014564863732493806
2559.49,2.1161343447106065,0.016376165154960907
2555.1,2.120315491627238,0.016040882501873577
2550.73,2.0811825516826494,0.01587994548244598
2546.41,2.089967672917196,0.01620226044146981
2542.07,2.0940709532125608,0.01541493166612538
2537.74,2.1123814347124905,0.016347456570939743
2533.43,2.130088720516461,0.017250089158228326
2529.14,2.1098372446932476,0.016811571405661523
2524.86,2.1198257783138503,0.017791250447020915
2520.59,2.1453449752884595,0.017931773599791173
2516.34,2.117778236758291,0.016957325107802873
2512.1,2.1063502724943177,0.017004061903162955
2507.88,2.1325627038688184,0.017032796624078073
2503.68,2.1326279927981964,0.016792172976076623
2499.48,2.142479767947416,0.01780269870288573
2495.3,2.132367088626677,0.017648943580797265
2491.14,2.158795861647204,0.017723467704375134
2486.99,2.1161306062997287,0.017051702237953242
2482.86,2.144754321798612,0.016737623398119246
2478.73,2.134629392342558,0.017211922262178877
2474.63,2.1339103077795714,0.01739137783351859
2470.53,2.131451999378937,0.01772597279336559
2466.46,2.157375850722534,0.01811408828803088
2462.39,2.129846828754769,0.020382958224030127
2458.34,2.111662206033885,0.01698243414216126
2454.3,2.1268839676005,0.017582736561718267
2450.28,2.163035487366444,0.01821469310356704
2446.27,2.154363559184514,0.018316099978568003
2442.27,2.14980820934933,0.01700421980897088
2438.29,2.161670856265321,0.017132625246045908
2434.32,2.134605642511355,0.01746698762830296
2430.36,2.1402973431299386,0.018219159189388313
2426.41,2.138740158486898,0.019625380156870764
2422.48,2.0934501380491684,0.018191285724770193
2418.57,2.1298982896731387,0.018598245642362832
2414.66,2.1299161780702573,0.01779683341538951
2410.77,2.1350783038290464,0.019324738156198364
2406.93,2.1248706652682854,0.018693345426324056
2403.06,2.1032962758477587,0.018665675911258
2399.21,2.115950616982542,0.018478751520974546
2395.37,2.1242470894507095,0.01944102476332769
2391.54,2.121252239659031,0.01815919384635525
2387.73,2.1246788460200237,0.01891610926332209
2383.93,2.120374897335653,0.019311733528330696
2380.14,2.1485158300258425,0.034582531206984936
2376.36,2.157151973147625,0.019234519718197556
2372.6,2.1704013078833033,0.019197643509002407
2368.84,2.1588069585565006,0.017727637516042734
2365.1,2.172281141542965,0.017842035259301062
2361.37,2.2170565894735836,0.01924459477973099
2357.66,2.2186774077571134,0.02045673665984538
2353.96,2.2050165651980946,0.01910871782798811
2350.26,2.1956493971580535,0.019071696953846563
2346.58,2.2409949328251813,0.020488572773480724
2342.92,2.286375969744911,0.019142816972731767
2339.08,2.241560802770207,0.019421648372172497
2335.29,2.232888396151125,0.020290563708796394
2331.65,2.2404337676909263,0.019721256472166042
2328.03,2.2712535849804127,0.020838098175999343
2324.43,2.232055231392657,0.020012237128100074
2320.83,2.248378322018248,0.02314983882883399
2317.24,2.251389446456649,0.021690564014985914
2313.67,2.258361755939424,0.023803204467265207
2310.11,2.281007568004895,0.02296220373834836
2306.56,2.2808601802798125,0.02046249651972658
2303.02,2.2594122359110127,0.022029057679181906
2299.49,2.2617312987267426,0.0225086698751089
2295.97,2.2668016714739525,0.02197179306828524
2292.47,2.261919588163593,0.022907328481774823
2288.97,2.2734755088649683,0.034371434849603366
2285.49,2.2341095699527522,0.021437267007786316
2282.05,2.2593879996454023,0.022395989091369556
2278.59,2.23437414375796,0.02157509681883504
2275.14,2.2374182123655526,0.023607001437838053
2271.7,2.2534535701168346,0.022217263940363666
2268.27,2.223785308052927,0.02029681896984204
2264.85,2.2595656716530685,0.0240767071018267
2261.44,2.2565993761280367,0.021993293907720615
2258.04,2.2478090127112482,0.02141341412609976
2254.66,2.2462007946081917,0.0218550163332532
2251.28,2.246600749807595,0.023463267305594605
2247.91,2.2232910558227608,0.02385570097832255
2244.56,2.1879071438800968,0.023783421552890576
2241.23,2.226284430882609,0.028689132608022538
2237.91,2.2194016200233113,0.02129945985233105
2234.59,2.2324379143603927,0.023969906846188528
2231.27,2.226208373359882,0.024285192250759337
2227.97,2.1828579074736685,0.02262927326826152
2224.68,2.1788720577232152,0.026126089883139525
2221.39,2.1847783407700154,0.023420791520950918
2218.12,2.183329546450778,0.025372229543175525
2214.86,2.197830246707401,0.02603396264651893
2211.6,2.1481336058520517,0.025328441372720386
2208.36,2.1712845661074747,0.023527492478894293
2205.13,2.1571423444789026,0.02437052997149206
2201.93,2.157469845457143,0.023837022254667894
2198.72,2.184110121755086,0.025504860713433036
2195.52,2.204961734721308,0.025612493968976854
2192.32,2.1913147536725486,0.025404827085379125
2189.14,2.210666883465715,0.024825759787983407
2185.96,2.200580555704347,0.02597194828643645
2182.8,2.154781190301053,0.023547189124461073
2179.64,2.1724143929201025,0.02457997379038043
2176.49,2.137465191284538,0.02427931240935978
2173.36,2.1224441654223742,0.024834739485130503
2170.26,2.1363508574153824,0.02431987548973247
2167.14,2.1277412586111555,0.024838042562657
2164.03,2.13019830874154,0.026960293928362154
2160.93,2.1761756792046163,0.024227157164754473
2157.84,2.1553545945927075,0.025669920172582083
2154.76,2.1412312120523724,0.026625336662927185
2151.69,2.1937338934849686,0.026170622870221875
2148.63,2.156038593584788,0.027135727898832913
2145.57,2.1276636163398193,0.0278006321758311
2142.53,2.153157301530209,0.025236337881219754
2139.52,2.21092225198249,0.02721324852468687
2136.5,2.101655211910012,0.025433358104204214
2133.48,2.1441460603397062,0.0260860217240325
2130.47,2.140281512500588,0.02658167748235966
2127.47,2.1633546913077004,0.027634946347167715
2124.48,2.1778368075127523,0.026496924114806912
2121.5,2.163076047721903,0.024633728217816654
2118.53,2.1623752649193912,0.026449988043437105
2115.58,2.161682988881936,0.0265750935698993
2112.64,2.11775134077491,0.028505339445610636
2109.69,2.147259444093995,0.02707092734824081
2106.75,2.153906214324039,0.028855414812330383
2103.82,2.1172048172060816,0.027241097201334937
2100.9,2.129917974594604,0.027278760443239902
2097.98,2.1095850687273296,0.029967015899079675
2095.08,2.1496966199766385,0.029738400046070985
2092.18,2.160651405506918,0.027735847767038965
2089.33,2.1235967420810455,0.02796064296683298
2086.45,2.1607524461506693,0.02644654416423579
2083.57,2.140284003000801,0.02826025187406394
2080.71,2.1593651960283444,0.028534834104275077
2077.86,2.1725876642763335,0.028448742430015217
2075.01,2.1810010815511944,0.031393288603453154
2072.17,2.1499499803221735,0.027807632941099857
2069.34,2.167574348221505,0.029057278937198634
2066.55,2.150528170482269,0.029591323599531164
2063.74,2.1613075784782114,0.02868599590071412
2060.93,2.137151614308982,0.029980661773735796
2058.13,2.1857166653668867,0.031101499088991128
2055.34,2.1545956091916083,0.02932185086380973
2052.56,2.119424488187429,0.029648013617469094
2049.79,2.135474479464446,0.03857261677403597
2047.05,2.1859545581320403,0.0317475406877429
2044.29,2.13051037131127,0.030288177879878107
2041.54,2.1572064274686698,0.02981207563958785
2038.8,2.147546621892118,0.028438211351465348
2036.07,2.1485974430994013,0.028835003324090495
2033.34,2.164369120965509,0.030974580162506204
2030.62,2.185457577903165,0.029960998936076497
2027.94,2.1740066520841217,0.03056321091315551
2025.23,2.127684645999866,0.03346334346543686
2022.54,2.12030758844515,0.03257604176643276
2019.85,2.1439268723035885,0.028740134337827336
2017.17,2.173155425432656,0.030083221466092318
2014.49,2.173718450585136,0.030184978061426396
2011.83,2.178632311020654,0.0314339427488417
2009.06,2.170971989729898,0.031455480683069935
2006.28,2.1226047640593415,0.028875229164174253
2003.64,2.1266388996811805,0.03339193065391104
2001.0,2.094626892432124,0.03354564512674515
1998.37,2.136774819871986,0.031138659888847856
1995.88,2.109773302600067,0.031117101066679125
1993.27,2.1738581794284206,0.03223473401087233
1990.56,2.183078124512534,0.032569847647048546
1987.96,2.1500391956573566,0.03283370332927015
1985.37,2.1189105201074248,0.032900431629972623
1982.78,2.1066298716082668,0.03243738454838542
1980.2,2.1008481133023165,0.04021552526270263
1977.63,2.136192545829164,0.03131426815531291
1975.1,2.1681124518673807,0.031835422936188885
1972.54,2.113469588042824,0.03156257663193939
1969.99,2.157370407369101,0.030111196082745758
1967.7,2.145914319683586,0.03534965952231791
1965.42,2.0771147794412337,0.03450684705225957
1962.76,2.110417717147079,0.03422170264309079
1960.14,2.0981648396754595,0.02969121323447317
1957.63,2.1227184677604645,0.030587343533815415
1954.99,2.102426168419546,0.028874648868483895
1952.37,2.137643928531276,0.03188221833768187
1949.87,2.1006535837029108,0.05724272497126924
1947.26,2.160633977145962,0.03335662756181634
1944.68,2.179669363456907,0.03320991280603027
1942.21,2.1227530202240565,0.034189110846617216
1939.62,2.0786245569894697,0.03368656704392203
1937.04,2.0907029135172284,0.03527956120998932
1934.58,2.105804661271257,0.043598427402398256
