Formula,SMILES,Kind,Mode,Frequency,Intensity
C2H2,C#C,FundScaled,1,653.6403588,0
C2H2,C#C,FundScaled,2,653.6403588,0
C2H2,C#C,FundScaled,3,733.9895332,91.6439
C2H2,C#C,FundScaled,4,733.9895332,91.6439
C2H2,C#C,FundScaled,5,1992.381718,0
C2H2,C#C,FundScaled,6,3251.28545,89.6854
C2H2,C#C,FundScaled,7,3355.960618,0
C2H2O_1,C1=CO1,FundScaled,1,204.7177894,3.5861
C2H2O_1,C1=CO1,FundScaled,2,521.6094224,81.8743
C2H2O_1,C1=CO1,FundScaled,3,663.7315009,0.0045
C2H2O_1,C1=CO1,FundScaled,4,865.0001435,59.2357
C2H2O_1,C1=CO1,FundScaled,5,937.6856606,5.1893
C2H2O_1,C1=CO1,FundScaled,6,1056.269247,22.1134
C2H2O_1,C1=CO1,FundScaled,7,1779.804374,3.1443
C2H2O_1,C1=CO1,FundScaled,8,3181.764537,58.4774
C2H2O_1,C1=CO1,FundScaled,9,3255.212079,3.2893
C2H2O_2,C=C=O,FundScaled,1,414.4708922,2.7964
C2H2O_2,C=C=O,FundScaled,2,535.5908379,28.4602
C2H2O_2,C=C=O,FundScaled,3,567.2063465,94.349
C2H2O_2,C=C=O,FundScaled,4,923.827814,5.0166
C2H2O_2,C=C=O,FundScaled,5,1119.955609,7.1773
C2H2O_2,C=C=O,FundScaled,6,1336.106432,14.9411
C2H2O_2,C=C=O,FundScaled,7,2172.902713,731.9829
C2H2O_2,C=C=O,FundScaled,8,3050.217667,34.1933
C2H2O_2,C=C=O,FundScaled,9,3160.541984,10.3379
C2H2O2,O=CC=O,FundScaled,1,123.4946632,37.1653
C2H2O2,O=CC=O,FundScaled,2,327.9322041,54.9728
C2H2O2,O=CC=O,FundScaled,3,540.4557311,0
C2H2O2,O=CC=O,FundScaled,4,784.3513504,1.5536
C2H2O2,O=CC=O,FundScaled,5,1036.932098,0
C2H2O2,O=CC=O,FundScaled,6,1039.940691,0
C2H2O2,O=CC=O,FundScaled,7,1274.674272,8.6632
C2H2O2,O=CC=O,FundScaled,8,1317.301917,0
C2H2O2,O=CC=O,FundScaled,9,1781.211247,235.0818
C2H2O2,O=CC=O,FundScaled,10,1793.539415,0
C2H2O2,O=CC=O,FundScaled,11,2840.701873,101.8394
C2H2O2,O=CC=O,FundScaled,12,2843.602451,0
C2H2O2S_1,O=S(=O)=C=C,FundScaled,1,147.5343009,0.78
C2H2O2S_1,O=S(=O)=C=C,FundScaled,2,149.7249533,15.6093
C2H2O2S_1,O=S(=O)=C=C,FundScaled,3,304.4442848,18.0918
C2H2O2S_1,O=S(=O)=C=C,FundScaled,4,431.6869502,18.6744
C2H2O2S_1,O=S(=O)=C=C,FundScaled,5,432.2316076,35.8999
C2H2O2S_1,O=S(=O)=C=C,FundScaled,6,592.4065776,5.6108
C2H2O2S_1,O=S(=O)=C=C,FundScaled,7,762.8911061,5.3194
C2H2O2S_1,O=S(=O)=C=C,FundScaled,8,946.6747971,27.3145
C2H2O2S_1,O=S(=O)=C=C,FundScaled,9,949.7654509,17.0307
C2H2O2S_1,O=S(=O)=C=C,FundScaled,10,1130.972229,260.349
C2H2O2S_1,O=S(=O)=C=C,FundScaled,11,1306.633293,204
C2H2O2S_1,O=S(=O)=C=C,FundScaled,12,1361.22193,18.7751
C2H2O2S_1,O=S(=O)=C=C,FundScaled,13,1769.576973,24.0136
C2H2O2S_1,O=S(=O)=C=C,FundScaled,14,2988.645812,1.8358
C2H2O2S_1,O=S(=O)=C=C,FundScaled,15,3082.682795,0.2272
C2H2O2S_2,OC(=O)C=S,FundScaled,1,51.16935668,0.3022
C2H2O2S_2,OC(=O)C=S,FundScaled,2,223.3618078,0.5739
C2H2O2S_2,OC(=O)C=S,FundScaled,3,419.1920829,8.6505
C2H2O2S_2,OC(=O)C=S,FundScaled,4,525.4336651,38.704
C2H2O2S_2,OC(=O)C=S,FundScaled,5,619.6470792,48.7699
C2H2O2S_2,OC(=O)C=S,FundScaled,6,654.9799602,76.3969
C2H2O2S_2,OC(=O)C=S,FundScaled,7,829.8363468,20.846
C2H2O2S_2,OC(=O)C=S,FundScaled,8,866.3004319,37.9119
C2H2O2S_2,OC(=O)C=S,FundScaled,9,1093.693639,4.8618
C2H2O2S_2,OC(=O)C=S,FundScaled,10,1124.594834,347.3787
C2H2O2S_2,OC(=O)C=S,FundScaled,11,1244.871935,15.8493
C2H2O2S_2,OC(=O)C=S,FundScaled,12,1361.496453,67.8098
C2H2O2S_2,OC(=O)C=S,FundScaled,13,1797.703831,243.3296
C2H2O2S_2,OC(=O)C=S,FundScaled,14,3003.6091,3.3237
C2H2O2S_2,OC(=O)C=S,FundScaled,15,3674.426108,122.4302
C2H2O2S2,O=C(S)C(=O)S,FundScaled,1,63.57729638,3.3485
C2H2O2S2,O=C(S)C(=O)S,FundScaled,2,220.437471,23.6837
C2H2O2S2,O=C(S)C(=O)S,FundScaled,3,275.9599835,0
C2H2O2S2,O=C(S)C(=O)S,FundScaled,4,361.3416087,38.5007
C2H2O2S2,O=C(S)C(=O)S,FundScaled,5,417.8268136,0
C2H2O2S2,O=C(S)C(=O)S,FundScaled,6,421.8879842,0
C2H2O2S2,O=C(S)C(=O)S,FundScaled,7,448.1174155,4.1602
C2H2O2S2,O=C(S)C(=O)S,FundScaled,8,451.0481453,10.0712
C2H2O2S2,O=C(S)C(=O)S,FundScaled,9,577.2059808,0
C2H2O2S2,O=C(S)C(=O)S,FundScaled,10,707.6292811,0
C2H2O2S2,O=C(S)C(=O)S,FundScaled,11,750.8212395,88.0074
C2H2O2S2,O=C(S)C(=O)S,FundScaled,12,837.9262453,0
C2H2O2S2,O=C(S)C(=O)S,FundScaled,13,948.5039031,285.1297
C2H2O2S2,O=C(S)C(=O)S,FundScaled,14,1125.114777,0
C2H2O2S2,O=C(S)C(=O)S,FundScaled,15,1733.257735,0
C2H2O2S2,O=C(S)C(=O)S,FundScaled,16,1752.461487,496.1001
C2H2O2S2,O=C(S)C(=O)S,FundScaled,17,2585.608049,0
C2H2O2S2,O=C(S)C(=O)S,FundScaled,18,2586.604997,60.7771
C2H2O3_1,O=C1OCO1,FundScaled,1,261.1858187,2.6147
C2H2O3_1,O=C1OCO1,FundScaled,2,523.8483572,0.0454
C2H2O3_1,O=C1OCO1,FundScaled,3,747.2579704,26.5658
C2H2O3_1,O=C1OCO1,FundScaled,4,806.1173203,11.2581
C2H2O3_1,O=C1OCO1,FundScaled,5,909.2597563,0.4113
C2H2O3_1,O=C1OCO1,FundScaled,6,1032.569114,129.066
C2H2O3_1,O=C1OCO1,FundScaled,7,1071.833585,0
C2H2O3_1,O=C1OCO1,FundScaled,8,1086.010039,72.2602
C2H2O3_1,O=C1OCO1,FundScaled,9,1091.034475,191.155
C2H2O3_1,O=C1OCO1,FundScaled,10,1104.456347,10.5445
C2H2O3_1,O=C1OCO1,FundScaled,11,1341.723235,59.5657
C2H2O3_1,O=C1OCO1,FundScaled,12,1458.183631,5.6543
C2H2O3_1,O=C1OCO1,FundScaled,13,1951.374973,757.7921
C2H2O3_1,O=C1OCO1,FundScaled,14,2957.306258,30.0899
C2H2O3_1,O=C1OCO1,FundScaled,15,3043.308209,7.7906
C2H2O3_2,OC(C=O)=O,FundScaled,1,89.89165146,16.7438
C2H2O3_2,OC(C=O)=O,FundScaled,2,258.34965,9.3875
C2H2O3_2,OC(C=O)=O,FundScaled,3,490.4371397,17.6739
C2H2O3_2,OC(C=O)=O,FundScaled,4,514.8784956,22.5347
C2H2O3_2,OC(C=O)=O,FundScaled,5,632.3522522,94.9493
C2H2O3_2,OC(C=O)=O,FundScaled,6,657.61193,117.023
C2H2O3_2,OC(C=O)=O,FundScaled,7,851.6536527,26.5008
C2H2O3_2,OC(C=O)=O,FundScaled,8,986.2881239,3.3614
C2H2O3_2,OC(C=O)=O,FundScaled,9,1155.733529,147.6765
C2H2O3_2,OC(C=O)=O,FundScaled,10,1307.877093,5.7995
C2H2O3_2,OC(C=O)=O,FundScaled,11,1359.198835,65.4887
C2H2O3_2,OC(C=O)=O,FundScaled,12,1788.206296,409.0699
C2H2O3_2,OC(C=O)=O,FundScaled,13,1810.809195,34.4284
C2H2O3_2,OC(C=O)=O,FundScaled,14,2860.886543,45.2041
C2H2O3_2,OC(C=O)=O,FundScaled,15,3672.284215,108.8679
C2H2O3S,C(=O)(C(=S)O)O,FundScaled,1,52.86344336,0.5752
C2H2O3S,C(=O)(C(=S)O)O,FundScaled,2,238.1588734,0.1002
C2H2O3S,C(=O)(C(=S)O)O,FundScaled,3,377.1826646,5.6068
C2H2O3S,C(=O)(C(=S)O)O,FundScaled,4,396.4145656,2.6744
C2H2O3S,C(=O)(C(=S)O)O,FundScaled,5,477.0488549,7.6885
C2H2O3S,C(=O)(C(=S)O)O,FundScaled,6,560.1360107,32.4752
C2H2O3S,C(=O)(C(=S)O)O,FundScaled,7,570.402821,215.3185
C2H2O3S,C(=O)(C(=S)O)O,FundScaled,8,596.7380731,5.1356
C2H2O3S,C(=O)(C(=S)O)O,FundScaled,9,708.7677371,42.8276
C2H2O3S,C(=O)(C(=S)O)O,FundScaled,10,764.6116241,24.7135
C2H2O3S,C(=O)(C(=S)O)O,FundScaled,11,1011.902478,92.5616
C2H2O3S,C(=O)(C(=S)O)O,FundScaled,12,1112.246532,265.9768
C2H2O3S,C(=O)(C(=S)O)O,FundScaled,13,1258.505353,252.2405
C2H2O3S,C(=O)(C(=S)O)O,FundScaled,14,1304.78434,289.8006
C2H2O3S,C(=O)(C(=S)O)O,FundScaled,15,1375.866037,125.0896
C2H2O3S,C(=O)(C(=S)O)O,FundScaled,16,1828.245769,211.3081
C2H2O3S,C(=O)(C(=S)O)O,FundScaled,17,3622.674499,230.8529
C2H2O3S,C(=O)(C(=S)O)O,FundScaled,18,3685.589771,139.7348
C2H2O4,O=C(O)C(O)=O,FundScaled,1,122.4907494,7.559
C2H2O4,O=C(O)C(O)=O,FundScaled,2,258.0337144,54.5769
C2H2O4,O=C(O)C(O)=O,FundScaled,3,398.1852745,0
C2H2O4,O=C(O)C(O)=O,FundScaled,4,456.6033069,56.7416
C2H2O4,O=C(O)C(O)=O,FundScaled,5,547.6742541,0
C2H2O4,O=C(O)C(O)=O,FundScaled,6,657.9559191,23.1665
C2H2O4,O=C(O)C(O)=O,FundScaled,7,683.5092997,0
C2H2O4,O=C(O)C(O)=O,FundScaled,8,685.5006197,192.1175
C2H2O4,O=C(O)C(O)=O,FundScaled,9,811.1530154,0
C2H2O4,O=C(O)C(O)=O,FundScaled,10,815.060369,0
C2H2O4,O=C(O)C(O)=O,FundScaled,11,1179.721926,0
C2H2O4,O=C(O)C(O)=O,FundScaled,12,1179.858281,21.6766
C2H2O4,O=C(O)C(O)=O,FundScaled,13,1295.047969,810.9495
C2H2O4,O=C(O)C(O)=O,FundScaled,14,1416.173067,0
C2H2O4,O=C(O)C(O)=O,FundScaled,15,1817.398423,0
C2H2O4,O=C(O)C(O)=O,FundScaled,16,1832.194725,579.4799
C2H2O4,O=C(O)C(O)=O,FundScaled,17,3563.715053,0
C2H2O4,O=C(O)C(O)=O,FundScaled,18,3567.542922,306.6987
C2H2OS_1,C#CSO,FundScaled,1,161.0889028,1.9878
C2H2OS_1,C#CSO,FundScaled,2,296.7606847,42.9942
C2H2OS_1,C#CSO,FundScaled,3,404.8012202,64.9109
C2H2OS_1,C#CSO,FundScaled,4,431.1807471,21.6014
C2H2OS_1,C#CSO,FundScaled,5,547.6712007,56.0628
C2H2OS_1,C#CSO,FundScaled,6,683.5676968,10.3889
C2H2OS_1,C#CSO,FundScaled,7,740.7840097,16.7654
C2H2OS_1,C#CSO,FundScaled,8,750.6902278,97.129
C2H2OS_1,C#CSO,FundScaled,9,1128.570508,53.9188
C2H2OS_1,C#CSO,FundScaled,10,2057.200906,0.8693
C2H2OS_1,C#CSO,FundScaled,11,3302.471887,84.0186
C2H2OS_1,C#CSO,FundScaled,12,3692.394267,105.076
C2H2OS_2,O=CC=S,FundScaled,1,106.9059917,18.5473
C2H2OS_2,O=CC=S,FundScaled,2,283.36219,19.3727
C2H2OS_2,O=CC=S,FundScaled,3,474.9097293,6.6541
C2H2OS_2,O=CC=S,FundScaled,4,765.8755575,19.2085
C2H2OS_2,O=CC=S,FundScaled,5,991.0249635,3.3432
C2H2OS_2,O=CC=S,FundScaled,6,1002.596356,47.4251
C2H2OS_2,O=CC=S,FundScaled,7,1083.465283,6.6029
C2H2OS_2,O=CC=S,FundScaled,8,1244.28596,9.09
C2H2OS_2,O=CC=S,FundScaled,9,1340.751286,4.1667
C2H2OS_2,O=CC=S,FundScaled,10,1760.962455,180.0757
C2H2OS_2,O=CC=S,FundScaled,11,2844.161421,33.5382
C2H2OS_2,O=CC=S,FundScaled,12,2997.473594,3.7761
C2H2OS2_1,O\1SS/C=C/1,FundScaled,1,194.9660562,3.7322
C2H2OS2_1,O\1SS/C=C/1,FundScaled,2,385.9541481,8.7579
C2H2OS2_1,O\1SS/C=C/1,FundScaled,3,413.9958914,2.462
C2H2OS2_1,O\1SS/C=C/1,FundScaled,4,486.8597484,3.0079
C2H2OS2_1,O\1SS/C=C/1,FundScaled,5,640.7591359,41.7172
C2H2OS2_1,O\1SS/C=C/1,FundScaled,6,671.6412464,25.724
C2H2OS2_1,O\1SS/C=C/1,FundScaled,7,700.3157197,27.9804
C2H2OS2_1,O\1SS/C=C/1,FundScaled,8,794.4576643,2.0381
C2H2OS2_1,O\1SS/C=C/1,FundScaled,9,861.5761877,1.4881
C2H2OS2_1,O\1SS/C=C/1,FundScaled,10,997.565432,49.6758
C2H2OS2_1,O\1SS/C=C/1,FundScaled,11,1118.886523,30.0836
C2H2OS2_1,O\1SS/C=C/1,FundScaled,12,1244.00991,1.5661
C2H2OS2_1,O\1SS/C=C/1,FundScaled,13,1610.539504,48.086
C2H2OS2_1,O\1SS/C=C/1,FundScaled,14,3099.356104,4.0814
C2H2OS2_1,O\1SS/C=C/1,FundScaled,15,3122.105282,2.9993
C2H2OS2_2,O=C1SSC1,FundScaled,1,105.5384322,7.8848
C2H2OS2_2,O=C1SSC1,FundScaled,2,371.9123317,6.1802
C2H2OS2_2,O=C1SSC1,FundScaled,3,455.718191,0.5219
C2H2OS2_2,O=C1SSC1,FundScaled,4,456.327066,1.7157
C2H2OS2_2,O=C1SSC1,FundScaled,5,483.0681393,4.2317
C2H2OS2_2,O=C1SSC1,FundScaled,6,636.3804075,48.1939
C2H2OS2_2,O=C1SSC1,FundScaled,7,720.3151792,4.5117
C2H2OS2_2,O=C1SSC1,FundScaled,8,819.8780294,2.396
C2H2OS2_2,O=C1SSC1,FundScaled,9,1004.571836,67.0352
C2H2OS2_2,O=C1SSC1,FundScaled,10,1040.263974,0.2737
C2H2OS2_2,O=C1SSC1,FundScaled,11,1158.491357,13.5218
C2H2OS2_2,O=C1SSC1,FundScaled,12,1352.786802,10.4982
C2H2OS2_2,O=C1SSC1,FundScaled,13,1817.419225,508.7735
C2H2OS2_2,O=C1SSC1,FundScaled,14,2955.61513,3.7388
C2H2OS2_2,O=C1SSC1,FundScaled,15,3031.454182,1.3362
C2H2S_1,C1=CS1,FundScaled,1,507.7671292,0.9436
C2H2S_1,C1=CS1,FundScaled,2,561.3168332,72.6741
C2H2S_1,C1=CS1,FundScaled,3,676.4364831,8.7583
C2H2S_1,C1=CS1,FundScaled,4,755.6203884,0
C2H2S_1,C1=CS1,FundScaled,5,869.3165627,0.4542
C2H2S_1,C1=CS1,FundScaled,6,911.0693012,41.852
C2H2S_1,C1=CS1,FundScaled,7,1700.223331,17.3758
C2H2S_1,C1=CS1,FundScaled,8,3146.193297,31.5816
C2H2S_1,C1=CS1,FundScaled,9,3201.910276,9.538
C2H2S_2,C=C=S,FundScaled,1,340.2998765,2.102
C2H2S_2,C=C=S,FundScaled,2,403.6461611,6.9925
C2H2S_2,C=C=S,FundScaled,3,707.152849,76.2685
C2H2S_2,C=C=S,FundScaled,4,836.3205175,18.7505
C2H2S_2,C=C=S,FundScaled,5,874.4910938,0.2096
C2H2S_2,C=C=S,FundScaled,6,1290.668954,0.3483
C2H2S_2,C=C=S,FundScaled,7,1777.198645,450.1894
C2H2S_2,C=C=S,FundScaled,8,3020.444527,31.0964
C2H2S_2,C=C=S,FundScaled,9,3118.577318,5.8682
C2H2S2_1,C1C(=S)S1,FundScaled,1,305.7310235,1.678
C2H2S2_1,C1C(=S)S1,FundScaled,2,344.2906272,1.64
C2H2S2_1,C1C(=S)S1,FundScaled,3,517.0132318,0.781
C2H2S2_1,C1C(=S)S1,FundScaled,4,656.3103058,56.114
C2H2S2_1,C1C(=S)S1,FundScaled,5,830.889879,159.3077
C2H2S2_1,C1C(=S)S1,FundScaled,6,871.1293518,3.0678
C2H2S2_1,C1C(=S)S1,FundScaled,7,945.8192614,2.8585
C2H2S2_1,C1C(=S)S1,FundScaled,8,1017.584643,5.159
C2H2S2_1,C1C(=S)S1,FundScaled,9,1340.039549,95.1884
C2H2S2_1,C1C(=S)S1,FundScaled,10,1411.287277,164.0644
C2H2S2_1,C1C(=S)S1,FundScaled,11,2981.305533,2.3075
C2H2S2_1,C1C(=S)S1,FundScaled,12,3081.63203,0.4254
C2H2S2_2,S=CC=S,FundScaled,1,96.08946672,6.0583
C2H2S2_2,S=CC=S,FundScaled,2,256.3845705,9.8028
C2H2S2_2,S=CC=S,FundScaled,3,370.0031683,0
C2H2S2_2,S=CC=S,FundScaled,4,804.2726609,34.2449
C2H2S2_2,S=CC=S,FundScaled,5,899.8470504,0
C2H2S2_2,S=CC=S,FundScaled,6,958.261266,0
C2H2S2_2,S=CC=S,FundScaled,7,1054.250637,48.1798
C2H2S2_2,S=CC=S,FundScaled,8,1131.05305,0
C2H2S2_2,S=CC=S,FundScaled,9,1201.241235,30.205
C2H2S2_2,S=CC=S,FundScaled,10,1356.412189,0
C2H2S2_2,S=CC=S,FundScaled,11,2996.741531,0
C2H2S2_2,S=CC=S,FundScaled,12,3000.981519,1.6326
C2H2S3_1,C1=CSSS1,FundScaled,1,171.6930228,1.384
C2H2S3_1,C1=CSSS1,FundScaled,2,331.9912755,0.2761
C2H2S3_1,C1=CSSS1,FundScaled,3,354.8481823,0.4918
C2H2S3_1,C1=CSSS1,FundScaled,4,480.6094522,1.2552
C2H2S3_1,C1=CSSS1,FundScaled,5,481.0051589,0.2901
C2H2S3_1,C1=CSSS1,FundScaled,6,574.786225,0.0805
C2H2S3_1,C1=CSSS1,FundScaled,7,626.2486165,52.0997
C2H2S3_1,C1=CSSS1,FundScaled,8,687.1820155,6.1517
C2H2S3_1,C1=CSSS1,FundScaled,9,743.4898346,24.5473
C2H2S3_1,C1=CSSS1,FundScaled,10,860.0210325,0.0106
C2H2S3_1,C1=CSSS1,FundScaled,11,1062.921166,0.0207
C2H2S3_1,C1=CSSS1,FundScaled,12,1208.481323,0.3317
C2H2S3_1,C1=CSSS1,FundScaled,13,1570.516921,16.1135
C2H2S3_1,C1=CSSS1,FundScaled,14,3073.731731,5.5396
C2H2S3_1,C1=CSSS1,FundScaled,15,3092.152371,1.0158
C2H2S3_2,S=C1SCS1,FundScaled,1,151.0871692,2.2036
C2H2S3_2,S=C1SCS1,FundScaled,2,240.3358807,0.2977
C2H2S3_2,S=C1SCS1,FundScaled,3,414.6029534,0.0061
C2H2S3_2,S=C1SCS1,FundScaled,4,446.7497606,2.6972
C2H2S3_2,S=C1SCS1,FundScaled,5,526.3024642,10.9509
C2H2S3_2,S=C1SCS1,FundScaled,6,701.3659123,1.4812
C2H2S3_2,S=C1SCS1,FundScaled,7,725.640474,6.5728
C2H2S3_2,S=C1SCS1,FundScaled,8,810.5146556,44.7064
C2H2S3_2,S=C1SCS1,FundScaled,9,836.9389345,1.126
C2H2S3_2,S=C1SCS1,FundScaled,10,992.646531,0
C2H2S3_2,S=C1SCS1,FundScaled,11,1128.690165,1.0021
C2H2S3_2,S=C1SCS1,FundScaled,12,1144.56624,482.4013
C2H2S3_2,S=C1SCS1,FundScaled,13,1385.790385,0.1649
C2H2S3_2,S=C1SCS1,FundScaled,14,2969.103892,3.0341
C2H2S3_2,S=C1SCS1,FundScaled,15,3050.663373,0.4144
C2H2S4_1,S\1SSS/C=C/1,FundScaled,1,102.9463479,2.464
C2H2S4_1,S\1SSS/C=C/1,FundScaled,2,198.8635815,0.0139
C2H2S4_1,S\1SSS/C=C/1,FundScaled,3,253.9175818,0.6439
C2H2S4_1,S\1SSS/C=C/1,FundScaled,4,267.7555811,0.0009
C2H2S4_1,S\1SSS/C=C/1,FundScaled,5,398.4749696,6.5143
C2H2S4_1,S\1SSS/C=C/1,FundScaled,6,431.2754992,0.0049
C2H2S4_1,S\1SSS/C=C/1,FundScaled,7,464.3582811,6.1824
C2H2S4_1,S\1SSS/C=C/1,FundScaled,8,488.092384,0.0701
C2H2S4_1,S\1SSS/C=C/1,FundScaled,9,610.5036486,2.1789
C2H2S4_1,S\1SSS/C=C/1,FundScaled,10,624.4738045,0.3262
C2H2S4_1,S\1SSS/C=C/1,FundScaled,11,639.4889049,54.5659
C2H2S4_1,S\1SSS/C=C/1,FundScaled,12,777.8275804,22.6644
C2H2S4_1,S\1SSS/C=C/1,FundScaled,13,899.2377937,0.35
C2H2S4_1,S\1SSS/C=C/1,FundScaled,14,1172.669624,0.2792
C2H2S4_1,S\1SSS/C=C/1,FundScaled,15,1276.095744,0.5958
C2H2S4_1,S\1SSS/C=C/1,FundScaled,16,1564.223495,12.7992
C2H2S4_1,S\1SSS/C=C/1,FundScaled,17,3034.541974,2.7834
C2H2S4_1,S\1SSS/C=C/1,FundScaled,18,3050.939805,0.0719
C2H2S4_2,S=C(S)C(=S)S,FundScaled,1,15.36300168,1.1175
C2H2S4_2,S=C(S)C(=S)S,FundScaled,2,190.8441985,6.6299
C2H2S4_2,S=C(S)C(=S)S,FundScaled,3,247.1355099,0
C2H2S4_2,S=C(S)C(=S)S,FundScaled,4,314.0566094,0
C2H2S4_2,S=C(S)C(=S)S,FundScaled,5,322.3369661,2.6488
C2H2S4_2,S=C(S)C(=S)S,FundScaled,6,340.5786938,6.1552
C2H2S4_2,S=C(S)C(=S)S,FundScaled,7,409.2726968,33.0751
C2H2S4_2,S=C(S)C(=S)S,FundScaled,8,418.3459938,0
C2H2S4_2,S=C(S)C(=S)S,FundScaled,9,472.9816728,0
C2H2S4_2,S=C(S)C(=S)S,FundScaled,10,606.6842722,0
C2H2S4_2,S=C(S)C(=S)S,FundScaled,11,717.0360709,100.0702
C2H2S4_2,S=C(S)C(=S)S,FundScaled,12,898.2084028,0
C2H2S4_2,S=C(S)C(=S)S,FundScaled,13,936.9389991,52.0998
C2H2S4_2,S=C(S)C(=S)S,FundScaled,14,1060.268204,0
C2H2S4_2,S=C(S)C(=S)S,FundScaled,15,1081.208218,265.6461
C2H2S4_2,S=C(S)C(=S)S,FundScaled,16,1197.824436,0
C2H2S4_2,S=C(S)C(=S)S,FundScaled,17,2569.714226,0
C2H2S4_2,S=C(S)C(=S)S,FundScaled,18,2571.138751,0.089
C2H3N2P,C1=NPC=N1,FundScaled,1,340.7678162,8.5231
C2H3N2P,C1=NPC=N1,FundScaled,2,487.8873264,19.4657
C2H3N2P,C1=NPC=N1,FundScaled,3,542.5423757,2.5765
C2H3N2P,C1=NPC=N1,FundScaled,4,635.2661882,6.7648
C2H3N2P,C1=NPC=N1,FundScaled,5,692.015611,12.883
C2H3N2P,C1=NPC=N1,FundScaled,6,762.2679181,29.4312
C2H3N2P,C1=NPC=N1,FundScaled,7,797.9120591,15.3296
C2H3N2P,C1=NPC=N1,FundScaled,8,861.6732298,14.2552
C2H3N2P,C1=NPC=N1,FundScaled,9,883.4095241,21.5593
C2H3N2P,C1=NPC=N1,FundScaled,10,953.4649797,0.9614
C2H3N2P,C1=NPC=N1,FundScaled,11,1025.981699,46.2087
C2H3N2P,C1=NPC=N1,FundScaled,12,1221.311114,22.1641
C2H3N2P,C1=NPC=N1,FundScaled,13,1273.733145,15.262
C2H3N2P,C1=NPC=N1,FundScaled,14,1473.919725,21.4174
C2H3N2P,C1=NPC=N1,FundScaled,15,1583.428583,78.3678
C2H3N2P,C1=NPC=N1,FundScaled,16,2291.175899,16.364
C2H3N2P,C1=NPC=N1,FundScaled,17,3047.019665,5.913
C2H3N2P,C1=NPC=N1,FundScaled,18,3051.623585,8.8703
C2H3O2P_1,O=P(C#C)O,FundScaled,1,136.8490739,10.6657
C2H3O2P_1,O=P(C#C)O,FundScaled,2,151.9564454,20.8558
C2H3O2P_1,O=P(C#C)O,FundScaled,3,195.8198744,50.3826
C2H3O2P_1,O=P(C#C)O,FundScaled,4,365.5923788,59.1188
C2H3O2P_1,O=P(C#C)O,FundScaled,5,398.1883279,30.3948
C2H3O2P_1,O=P(C#C)O,FundScaled,6,449.7402234,54.1193
C2H3O2P_1,O=P(C#C)O,FundScaled,7,634.3883242,118.2194
C2H3O2P_1,O=P(C#C)O,FundScaled,8,697.0864207,29.7446
C2H3O2P_1,O=P(C#C)O,FundScaled,9,718.6198521,27.8899
C2H3O2P_1,O=P(C#C)O,FundScaled,10,837.0551561,248.2819
C2H3O2P_1,O=P(C#C)O,FundScaled,11,906.8748289,2.6068
C2H3O2P_1,O=P(C#C)O,FundScaled,12,947.3037103,63.5062
C2H3O2P_1,O=P(C#C)O,FundScaled,13,1005.879663,82.6366
C2H3O2P_1,O=P(C#C)O,FundScaled,14,1221.485828,231.1169
C2H3O2P_1,O=P(C#C)O,FundScaled,15,2103.693919,65.3765
C2H3O2P_1,O=P(C#C)O,FundScaled,16,2371.57784,37.6724
C2H3O2P_1,O=P(C#C)O,FundScaled,17,3295.377505,51.9838
C2H3O2P_1,O=P(C#C)O,FundScaled,18,3718.164441,151.8421
C2H3O2P_2,C#CP(O)O,FundScaled,1,145.2452706,3.7184
C2H3O2P_2,C#CP(O)O,FundScaled,2,179.7002875,24.5365
C2H3O2P_2,C#CP(O)O,FundScaled,3,217.5081724,57.9172
C2H3O2P_2,C#CP(O)O,FundScaled,4,300.6651757,33.1852
C2H3O2P_2,C#CP(O)O,FundScaled,5,353.0395916,49.6864
C2H3O2P_2,C#CP(O)O,FundScaled,6,434.6911535,0.1586
C2H3O2P_2,C#CP(O)O,FundScaled,7,442.2177877,12.5003
C2H3O2P_2,C#CP(O)O,FundScaled,8,628.2006234,78.7285
C2H3O2P_2,C#CP(O)O,FundScaled,9,680.4721765,34.205
C2H3O2P_2,C#CP(O)O,FundScaled,10,703.7112404,27.6269
C2H3O2P_2,C#CP(O)O,FundScaled,11,788.7197734,108.44
C2H3O2P_2,C#CP(O)O,FundScaled,12,805.3122618,231.55
C2H3O2P_2,C#CP(O)O,FundScaled,13,974.31091,132.0725
C2H3O2P_2,C#CP(O)O,FundScaled,14,1021.373295,143.4342
C2H3O2P_2,C#CP(O)O,FundScaled,15,2093.599151,30.1485
C2H3O2P_2,C#CP(O)O,FundScaled,16,3299.284286,52.738
C2H3O2P_2,C#CP(O)O,FundScaled,17,3747.786245,125.2512
C2H3O2P_2,C#CP(O)O,FundScaled,18,3750.056954,140.1371
C2H3O3P,O=P(O)(C#C)O,FundScaled,1,128.2151861,32.8287
C2H3O3P,O=P(O)(C#C)O,FundScaled,2,136.029607,17.7851
C2H3O3P,O=P(O)(C#C)O,FundScaled,3,149.8999536,35.9145
C2H3O3P,O=P(O)(C#C)O,FundScaled,4,196.473406,57.2926
C2H3O3P,O=P(O)(C#C)O,FundScaled,5,350.0627738,29.3433
C2H3O3P,O=P(O)(C#C)O,FundScaled,6,354.53301,45.7314
C2H3O3P,O=P(O)(C#C)O,FundScaled,7,391.1561602,48.3304
C2H3O3P,O=P(O)(C#C)O,FundScaled,8,435.5371472,20.6691
