Formula,SMILES,Kind,Mode,Frequency,Intensity
C5H6O_12,O=CC(C#C)C,FundScaled,27,2951.437356,1.4832
C5H6O_12,O=CC(C#C)C,FundScaled,28,3009.842125,12.2631
C5H6O_12,O=CC(C#C)C,FundScaled,29,3021.388899,8.1452
C5H6O_12,O=CC(C#C)C,FundScaled,30,3309.300238,69.9771
C5H6O_13,O=CC(C=C)=C,FundScaled,1,107.5777485,3.8956
C5H6O_13,O=CC(C=C)=C,FundScaled,2,151.7458535,3.6313
C5H6O_13,O=CC(C=C)=C,FundScaled,3,240.1708041,5.915
C5H6O_13,O=CC(C=C)=C,FundScaled,4,356.2715624,9.2807
C5H6O_13,O=CC(C=C)=C,FundScaled,5,381.0782815,10.5644
C5H6O_13,O=CC(C=C)=C,FundScaled,6,426.0785443,0.0116
C5H6O_13,O=CC(C=C)=C,FundScaled,7,636.3215334,0.5517
C5H6O_13,O=CC(C=C)=C,FundScaled,8,644.5962604,2.3267
C5H6O_13,O=CC(C=C)=C,FundScaled,9,751.6730538,0.5656
C5H6O_13,O=CC(C=C)=C,FundScaled,10,773.6746157,25.6593
C5H6O_13,O=CC(C=C)=C,FundScaled,11,924.1784825,13.4513
C5H6O_13,O=CC(C=C)=C,FundScaled,12,941.8758391,31.3742
C5H6O_13,O=CC(C=C)=C,FundScaled,13,958.1572582,38.2875
C5H6O_13,O=CC(C=C)=C,FundScaled,14,986.9807776,5.9597
C5H6O_13,O=CC(C=C)=C,FundScaled,15,1001.388816,10.4252
C5H6O_13,O=CC(C=C)=C,FundScaled,16,1024.869197,5.6807
C5H6O_13,O=CC(C=C)=C,FundScaled,17,1269.500982,0.4908
C5H6O_13,O=CC(C=C)=C,FundScaled,18,1302.856569,19.2068
C5H6O_13,O=CC(C=C)=C,FundScaled,19,1329.282089,23.79
C5H6O_13,O=CC(C=C)=C,FundScaled,20,1362.933001,24.0339
C5H6O_13,O=CC(C=C)=C,FundScaled,21,1397.089831,0.9555
C5H6O_13,O=CC(C=C)=C,FundScaled,22,1600.65008,11.7381
C5H6O_13,O=CC(C=C)=C,FundScaled,23,1662.58558,1.32
C5H6O_13,O=CC(C=C)=C,FundScaled,24,1763.369329,233.7698
C5H6O_13,O=CC(C=C)=C,FundScaled,25,2786.853314,79.8388
C5H6O_13,O=CC(C=C)=C,FundScaled,26,3011.799857,2.2748
C5H6O_13,O=CC(C=C)=C,FundScaled,27,3012.92505,5.5344
C5H6O_13,O=CC(C=C)=C,FundScaled,28,3030.211719,14.5029
C5H6O_13,O=CC(C=C)=C,FundScaled,29,3108.765089,2.6409
C5H6O_13,O=CC(C=C)=C,FundScaled,30,3134.716943,0.7442
C5H6O_14,O=CC1C(C1)=C,FundScaled,1,90.57161438,5.2579
C5H6O_14,O=CC1C(C1)=C,FundScaled,2,174.4737524,3.0494
C5H6O_14,O=CC1C(C1)=C,FundScaled,3,279.9262112,7.6146
C5H6O_14,O=CC1C(C1)=C,FundScaled,4,327.7635015,2.8105
C5H6O_14,O=CC1C(C1)=C,FundScaled,5,420.1567791,10.2451
C5H6O_14,O=CC1C(C1)=C,FundScaled,6,484.6438098,10.1196
C5H6O_14,O=CC1C(C1)=C,FundScaled,7,640.4861393,5.2184
C5H6O_14,O=CC1C(C1)=C,FundScaled,8,711.5756614,2.2776
C5H6O_14,O=CC1C(C1)=C,FundScaled,9,808.3834499,19.7798
C5H6O_14,O=CC1C(C1)=C,FundScaled,10,876.0597032,28.709
C5H6O_14,O=CC1C(C1)=C,FundScaled,11,897.6439935,40.8818
C5H6O_14,O=CC1C(C1)=C,FundScaled,12,945.4197379,4.9969
C5H6O_14,O=CC1C(C1)=C,FundScaled,13,991.9864154,0.6909
C5H6O_14,O=CC1C(C1)=C,FundScaled,14,1012.012688,2.2146
C5H6O_14,O=CC1C(C1)=C,FundScaled,15,1029.692583,0.4603
C5H6O_14,O=CC1C(C1)=C,FundScaled,16,1043.667128,24.0317
C5H6O_14,O=CC1C(C1)=C,FundScaled,17,1078.882929,45.236
C5H6O_14,O=CC1C(C1)=C,FundScaled,18,1115.549018,20.5008
C5H6O_14,O=CC1C(C1)=C,FundScaled,19,1234.626498,11.6077
C5H6O_14,O=CC1C(C1)=C,FundScaled,20,1356.031082,4.2081
C5H6O_14,O=CC1C(C1)=C,FundScaled,21,1368.465644,5.029
C5H6O_14,O=CC1C(C1)=C,FundScaled,22,1396.365975,0.9648
C5H6O_14,O=CC1C(C1)=C,FundScaled,23,1773.251788,361.3994
C5H6O_14,O=CC1C(C1)=C,FundScaled,24,1797.868812,6.8361
C5H6O_14,O=CC1C(C1)=C,FundScaled,25,2772.435447,70.4674
C5H6O_14,O=CC1C(C1)=C,FundScaled,26,2981.556774,4.7442
C5H6O_14,O=CC1C(C1)=C,FundScaled,27,3012.868466,5.7042
C5H6O_14,O=CC1C(C1)=C,FundScaled,28,3040.341601,0.7595
C5H6O_14,O=CC1C(C1)=C,FundScaled,29,3076.473148,1.0554
C5H6O_14,O=CC1C(C1)=C,FundScaled,30,3110.024251,2.8154
C5H6O_15,CC1=CC=CO1,FundScaled,1,124.2224316,0.1183
C5H6O_15,CC1=CC=CO1,FundScaled,2,236.1332977,6.2056
C5H6O_15,CC1=CC=CO1,FundScaled,3,327.1927945,2.2374
C5H6O_15,CC1=CC=CO1,FundScaled,4,592.416215,7.7825
C5H6O_15,CC1=CC=CO1,FundScaled,5,622.1281901,1.668
C5H6O_15,CC1=CC=CO1,FundScaled,6,637.9992078,0.5589
C5H6O_15,CC1=CC=CO1,FundScaled,7,714.484731,65.0048
C5H6O_15,CC1=CC=CO1,FundScaled,8,782.3377021,13.9232
C5H6O_15,CC1=CC=CO1,FundScaled,9,849.421111,0.097
C5H6O_15,CC1=CC=CO1,FundScaled,10,864.7565363,2.6796
C5H6O_15,CC1=CC=CO1,FundScaled,11,913.2459268,14.8923
C5H6O_15,CC1=CC=CO1,FundScaled,12,947.2613439,2.2162
C5H6O_15,CC1=CC=CO1,FundScaled,13,980.2252325,24.6613
C5H6O_15,CC1=CC=CO1,FundScaled,14,1012.005054,1.5349
C5H6O_15,CC1=CC=CO1,FundScaled,15,1076.745807,4.0169
C5H6O_15,CC1=CC=CO1,FundScaled,16,1143.695437,21.1014
C5H6O_15,CC1=CC=CO1,FundScaled,17,1194.079773,1.2793
C5H6O_15,CC1=CC=CO1,FundScaled,18,1229.03107,18.1094
C5H6O_15,CC1=CC=CO1,FundScaled,19,1341.415791,1.0378
C5H6O_15,CC1=CC=CO1,FundScaled,20,1365.496364,10.7141
C5H6O_15,CC1=CC=CO1,FundScaled,21,1389.500792,7.8664
C5H6O_15,CC1=CC=CO1,FundScaled,22,1409.742332,3.9075
C5H6O_15,CC1=CC=CO1,FundScaled,23,1508.098787,25.4404
C5H6O_15,CC1=CC=CO1,FundScaled,24,1601.483383,16.4219
C5H6O_15,CC1=CC=CO1,FundScaled,25,2912.317828,22.5636
C5H6O_15,CC1=CC=CO1,FundScaled,26,2988.630354,9.7939
C5H6O_15,CC1=CC=CO1,FundScaled,27,3024.066671,8.151
C5H6O_15,CC1=CC=CO1,FundScaled,28,3113.758035,3.4647
C5H6O_15,CC1=CC=CO1,FundScaled,29,3124.666164,0.197
C5H6O_15,CC1=CC=CO1,FundScaled,30,3147.365818,0.2656
C5H6O_16,C#CCOC=C,FundScaled,1,37.14309378,0.0321
C5H6O_16,C#CCOC=C,FundScaled,2,77.60623104,4.2628
C5H6O_16,C#CCOC=C,FundScaled,3,131.5023096,0.8454
C5H6O_16,C#CCOC=C,FundScaled,4,293.7615387,2.2928
C5H6O_16,C#CCOC=C,FundScaled,5,322.0570993,7.8998
C5H6O_16,C#CCOC=C,FundScaled,6,452.948053,1.302
C5H6O_16,C#CCOC=C,FundScaled,7,534.2945572,6.6846
C5H6O_16,C#CCOC=C,FundScaled,8,649.6058104,43.7695
C5H6O_16,C#CCOC=C,FundScaled,9,674.3133881,8.0974
C5H6O_16,C#CCOC=C,FundScaled,10,695.9911899,32.8771
C5H6O_16,C#CCOC=C,FundScaled,11,831.3872081,59.2141
C5H6O_16,C#CCOC=C,FundScaled,12,894.7055346,9.9391
C5H6O_16,C#CCOC=C,FundScaled,13,937.6560804,18.082
C5H6O_16,C#CCOC=C,FundScaled,14,948.0333871,2.6301
C5H6O_16,C#CCOC=C,FundScaled,15,971.5160582,2.6933
C5H6O_16,C#CCOC=C,FundScaled,16,1095.219978,74.9112
C5H6O_16,C#CCOC=C,FundScaled,17,1189.011444,363.2396
C5H6O_16,C#CCOC=C,FundScaled,18,1210.116058,1.5778
C5H6O_16,C#CCOC=C,FundScaled,19,1283.480298,6.2263
C5H6O_16,C#CCOC=C,FundScaled,20,1333.29116,145.0094
C5H6O_16,C#CCOC=C,FundScaled,21,1367.804479,3.4757
C5H6O_16,C#CCOC=C,FundScaled,22,1411.76724,4.761
C5H6O_16,C#CCOC=C,FundScaled,23,1672.347523,198.7071
C5H6O_16,C#CCOC=C,FundScaled,24,2162.801361,1.3503
C5H6O_16,C#CCOC=C,FundScaled,25,2877.062523,33.7445
C5H6O_16,C#CCOC=C,FundScaled,26,2924.677866,12.9769
C5H6O_16,C#CCOC=C,FundScaled,27,3006.919983,13.6208
C5H6O_16,C#CCOC=C,FundScaled,28,3036.129762,0.3871
C5H6O_16,C#CCOC=C,FundScaled,29,3138.768858,2.3873
C5H6O_16,C#CCOC=C,FundScaled,30,3309.248138,62.5831
C5H6O_17,C#CC1COC1,FundScaled,1,90.97686312,6.5975
C5H6O_17,C#CC1COC1,FundScaled,2,170.5045667,0.0481
C5H6O_17,C#CC1COC1,FundScaled,3,222.7784099,6.3834
C5H6O_17,C#CC1COC1,FundScaled,4,490.5805559,5.8104
C5H6O_17,C#CC1COC1,FundScaled,5,495.6488846,17.3849
C5H6O_17,C#CC1COC1,FundScaled,6,651.4951264,25.5979
C5H6O_17,C#CC1COC1,FundScaled,7,658.9659398,17.1421
C5H6O_17,C#CC1COC1,FundScaled,8,660.8638436,37.3214
C5H6O_17,C#CC1COC1,FundScaled,9,845.5716773,16.4865
C5H6O_17,C#CC1COC1,FundScaled,10,861.8908828,0.0708
C5H6O_17,C#CC1COC1,FundScaled,11,969.8380975,31.2696
C5H6O_17,C#CC1COC1,FundScaled,12,986.5991931,0.0636
C5H6O_17,C#CC1COC1,FundScaled,13,1049.299103,97.4771
C5H6O_17,C#CC1COC1,FundScaled,14,1067.462204,0.3081
C5H6O_17,C#CC1COC1,FundScaled,15,1073.662214,5.2276
C5H6O_17,C#CC1COC1,FundScaled,16,1116.101404,1.567
C5H6O_17,C#CC1COC1,FundScaled,17,1134.850098,2.5547
C5H6O_17,C#CC1COC1,FundScaled,18,1184.962774,5.3071
C5H6O_17,C#CC1COC1,FundScaled,19,1249.058201,0.3383
C5H6O_17,C#CC1COC1,FundScaled,20,1278.997657,10.3532
C5H6O_17,C#CC1COC1,FundScaled,21,1333.002801,0.5108
C5H6O_17,C#CC1COC1,FundScaled,22,1435.96184,0.0703
C5H6O_17,C#CC1COC1,FundScaled,23,1458.255482,2.2107
C5H6O_17,C#CC1COC1,FundScaled,24,2148.099238,6.7553
C5H6O_17,C#CC1COC1,FundScaled,25,2910.074599,96.8283
C5H6O_17,C#CC1COC1,FundScaled,26,2917.68797,2.3302
C5H6O_17,C#CC1COC1,FundScaled,27,2964.087472,1.4184
C5H6O_17,C#CC1COC1,FundScaled,28,2979.16679,7.7722
C5H6O_17,C#CC1COC1,FundScaled,29,2985.24075,48.9609
C5H6O_17,C#CC1COC1,FundScaled,30,3308.097469,70.3961
C5H6O_18,CC1=COC=C1,FundScaled,1,135.2679645,0.0336
C5H6O_18,CC1=COC=C1,FundScaled,2,254.7117625,3.5802
C5H6O_18,CC1=COC=C1,FundScaled,3,309.4358004,0.9045
C5H6O_18,CC1=COC=C1,FundScaled,4,598.5860722,25.1567
C5H6O_18,CC1=COC=C1,FundScaled,5,604.0171878,0.7605
C5H6O_18,CC1=COC=C1,FundScaled,6,622.0217013,1.9202
C5H6O_18,CC1=COC=C1,FundScaled,7,717.0806321,14.1096
C5H6O_18,CC1=COC=C1,FundScaled,8,765.8424467,52.1787
C5H6O_18,CC1=COC=C1,FundScaled,9,847.5325583,0.0553
C5H6O_18,CC1=COC=C1,FundScaled,10,860.0060516,21.7045
C5H6O_18,CC1=COC=C1,FundScaled,11,935.8151423,1.6169
C5H6O_18,CC1=COC=C1,FundScaled,12,970.3201594,6.7148
C5H6O_18,CC1=COC=C1,FundScaled,13,1011.314595,1.6525
C5H6O_18,CC1=COC=C1,FundScaled,14,1018.570141,15.2756
C5H6O_18,CC1=COC=C1,FundScaled,15,1057.407608,25.6701
C5H6O_18,CC1=COC=C1,FundScaled,16,1194.942561,15.7355
C5H6O_18,CC1=COC=C1,FundScaled,17,1207.80928,2.5615
C5H6O_18,CC1=COC=C1,FundScaled,18,1239.066868,5.637
C5H6O_18,CC1=COC=C1,FundScaled,19,1343.298142,1.5276
C5H6O_18,CC1=COC=C1,FundScaled,20,1368.714022,7.2751
C5H6O_18,CC1=COC=C1,FundScaled,21,1399.005483,7.3831
C5H6O_18,CC1=COC=C1,FundScaled,22,1415.924403,7.1265
C5H6O_18,CC1=COC=C1,FundScaled,23,1499.02549,18.895
C5H6O_18,CC1=COC=C1,FundScaled,24,1606.82509,1.2924
C5H6O_18,CC1=COC=C1,FundScaled,25,2910.337576,27.7393
C5H6O_18,CC1=COC=C1,FundScaled,26,2987.002298,12.858
C5H6O_18,CC1=COC=C1,FundScaled,27,3007.350136,14.8961
C5H6O_18,CC1=COC=C1,FundScaled,28,3112.311564,1.0229
C5H6O_18,CC1=COC=C1,FundScaled,29,3136.520476,0.4081
C5H6O_18,CC1=COC=C1,FundScaled,30,3145.144918,0.2208
C5H6O_19,C1(O2)=C2CCC1,FundScaled,1,139.1678753,4.162
C5H6O_19,C1(O2)=C2CCC1,FundScaled,2,164.1203008,26.4052
C5H6O_19,C1(O2)=C2CCC1,FundScaled,3,308.1741572,13.8119
C5H6O_19,C1(O2)=C2CCC1,FundScaled,4,397.2024485,14.0196
C5H6O_19,C1(O2)=C2CCC1,FundScaled,5,475.9904562,0.7769
C5H6O_19,C1(O2)=C2CCC1,FundScaled,6,554.1006003,8.0964
C5H6O_19,C1(O2)=C2CCC1,FundScaled,7,712.7186976,10.3126
C5H6O_19,C1(O2)=C2CCC1,FundScaled,8,807.4657003,5.01
C5H6O_19,C1(O2)=C2CCC1,FundScaled,9,818.7761192,3.8514
C5H6O_19,C1(O2)=C2CCC1,FundScaled,10,856.932478,7.8804
C5H6O_19,C1(O2)=C2CCC1,FundScaled,11,924.0141693,9.2756
C5H6O_19,C1(O2)=C2CCC1,FundScaled,12,957.3515318,14.665
C5H6O_19,C1(O2)=C2CCC1,FundScaled,13,986.2677994,5.1975
C5H6O_19,C1(O2)=C2CCC1,FundScaled,14,1056.841004,5.4326
C5H6O_19,C1(O2)=C2CCC1,FundScaled,15,1091.527414,27.1495
C5H6O_19,C1(O2)=C2CCC1,FundScaled,16,1137.582354,1.4622
C5H6O_19,C1(O2)=C2CCC1,FundScaled,17,1179.17431,19.1029
C5H6O_19,C1(O2)=C2CCC1,FundScaled,18,1188.172893,2.6575
C5H6O_19,C1(O2)=C2CCC1,FundScaled,19,1238.826123,7.935
C5H6O_19,C1(O2)=C2CCC1,FundScaled,20,1261.413087,6.6832
C5H6O_19,C1(O2)=C2CCC1,FundScaled,21,1367.767265,3.5024
C5H6O_19,C1(O2)=C2CCC1,FundScaled,22,1402.588027,8.9613
C5H6O_19,C1(O2)=C2CCC1,FundScaled,23,1444.066814,0.8563
C5H6O_19,C1(O2)=C2CCC1,FundScaled,24,1749.61988,412.2835
C5H6O_19,C1(O2)=C2CCC1,FundScaled,25,2895.756828,22.254
C5H6O_19,C1(O2)=C2CCC1,FundScaled,26,2948.402714,4.7318
C5H6O_19,C1(O2)=C2CCC1,FundScaled,27,2966.751503,7.5711
C5H6O_19,C1(O2)=C2CCC1,FundScaled,28,3014.753965,10.8905
C5H6O_19,C1(O2)=C2CCC1,FundScaled,29,3019.647007,3.2829
C5H6O_19,C1(O2)=C2CCC1,FundScaled,30,3033.650083,5.3696
C5H6O_2,COC=CC#C,FundScaled,1,48.79120402,3.0862
C5H6O_2,COC=CC#C,FundScaled,2,112.1726031,1.1907
C5H6O_2,COC=CC#C,FundScaled,3,161.8733506,2.0851
C5H6O_2,COC=CC#C,FundScaled,4,282.6311774,17.6705
C5H6O_2,COC=CC#C,FundScaled,5,301.9976206,0.4175
C5H6O_2,COC=CC#C,FundScaled,6,398.1055988,12.4012
C5H6O_2,COC=CC#C,FundScaled,7,559.6557619,0.2122
C5H6O_2,COC=CC#C,FundScaled,8,612.4272203,44.4499
C5H6O_2,COC=CC#C,FundScaled,9,662.3220521,36.8455
C5H6O_2,COC=CC#C,FundScaled,10,714.1399785,30.7418
C5H6O_2,COC=CC#C,FundScaled,11,720.0397017,2.7269
C5H6O_2,COC=CC#C,FundScaled,12,895.1993331,4.2676
C5H6O_2,COC=CC#C,FundScaled,13,919.8085328,0.1142
C5H6O_2,COC=CC#C,FundScaled,14,1021.340661,4.7212
C5H6O_2,COC=CC#C,FundScaled,15,1128.75963,1.2145
C5H6O_2,COC=CC#C,FundScaled,16,1135.278343,154.4989
C5H6O_2,COC=CC#C,FundScaled,17,1160.714548,10.366
C5H6O_2,COC=CC#C,FundScaled,18,1266.548878,263.1573
C5H6O_2,COC=CC#C,FundScaled,19,1358.057135,54.3573
C5H6O_2,COC=CC#C,FundScaled,20,1412.985944,3.3314
C5H6O_2,COC=CC#C,FundScaled,21,1415.859994,9.4139
C5H6O_2,COC=CC#C,FundScaled,22,1417.630417,33.4974
C5H6O_2,COC=CC#C,FundScaled,23,1663.771173,202.6169
C5H6O_2,COC=CC#C,FundScaled,24,2134.338148,22.5589
C5H6O_2,COC=CC#C,FundScaled,25,2887.385918,81.5714
C5H6O_2,COC=CC#C,FundScaled,26,2969.206564,29.7514
C5H6O_2,COC=CC#C,FundScaled,27,3017.986985,6.431
C5H6O_2,COC=CC#C,FundScaled,28,3033.101132,11.9132
C5H6O_2,COC=CC#C,FundScaled,29,3069.073708,6.4579
C5H6O_2,COC=CC#C,FundScaled,30,3311.396806,78.4282
C5H6O_20,C1(CC=C2)C2O1,FundScaled,1,293.9580085,2.0702
C5H6O_20,C1(CC=C2)C2O1,FundScaled,2,374.791821,6.151
C5H6O_20,C1(CC=C2)C2O1,FundScaled,3,494.0130042,16.0512
C5H6O_20,C1(CC=C2)C2O1,FundScaled,4,688.3403189,1.0404
C5H6O_20,C1(CC=C2)C2O1,FundScaled,5,696.1009229,23.1583
C5H6O_20,C1(CC=C2)C2O1,FundScaled,6,761.313241,3.6232
C5H6O_20,C1(CC=C2)C2O1,FundScaled,7,823.6465468,44.9901
C5H6O_20,C1(CC=C2)C2O1,FundScaled,8,826.4727918,5.9652
C5H6O_20,C1(CC=C2)C2O1,FundScaled,9,890.6446502,21.9745
C5H6O_20,C1(CC=C2)C2O1,FundScaled,10,905.6928613,11.302
C5H6O_20,C1(CC=C2)C2O1,FundScaled,11,921.1284776,2.2644
C5H6O_20,C1(CC=C2)C2O1,FundScaled,12,940.2168669,4.6102
C5H6O_20,C1(CC=C2)C2O1,FundScaled,13,974.864346,4.9155
C5H6O_20,C1(CC=C2)C2O1,FundScaled,14,1006.075369,11.3842
C5H6O_20,C1(CC=C2)C2O1,FundScaled,15,1054.806077,0.4127
C5H6O_20,C1(CC=C2)C2O1,FundScaled,16,1073.926527,2.6708
C5H6O_20,C1(CC=C2)C2O1,FundScaled,17,1130.141503,5.6145
C5H6O_20,C1(CC=C2)C2O1,FundScaled,18,1201.758984,4.9668
C5H6O_20,C1(CC=C2)C2O1,FundScaled,19,1234.94835,0.2173
C5H6O_20,C1(CC=C2)C2O1,FundScaled,20,1267.46386,8.7782
C5H6O_20,C1(CC=C2)C2O1,FundScaled,21,1318.69648,11.0165
C5H6O_20,C1(CC=C2)C2O1,FundScaled,22,1375.632449,9.8509
C5H6O_20,C1(CC=C2)C2O1,FundScaled,23,1382.548586,18.4912
C5H6O_20,C1(CC=C2)C2O1,FundScaled,24,1617.726539,4.9737
C5H6O_20,C1(CC=C2)C2O1,FundScaled,25,2919.318888,18.8669
C5H6O_20,C1(CC=C2)C2O1,FundScaled,26,2970.160955,7.787
C5H6O_20,C1(CC=C2)C2O1,FundScaled,27,3031.322026,16.2012
C5H6O_20,C1(CC=C2)C2O1,FundScaled,28,3046.288748,21.6463
C5H6O_20,C1(CC=C2)C2O1,FundScaled,29,3065.241259,6.796
C5H6O_20,C1(CC=C2)C2O1,FundScaled,30,3091.323267,8.6264
C5H6O_21,O=CC1=CCC1,FundScaled,1,112.5960771,8.4629
C5H6O_21,O=CC1=CCC1,FundScaled,2,194.9005027,5.4959
C5H6O_21,O=CC1=CCC1,FundScaled,3,197.0486931,5.0976
C5H6O_21,O=CC1=CCC1,FundScaled,4,340.8921485,6.2219
C5H6O_21,O=CC1=CCC1,FundScaled,5,466.6863383,2.9868
C5H6O_21,O=CC1=CCC1,FundScaled,6,706.578516,10.2295
C5H6O_21,O=CC1=CCC1,FundScaled,7,739.6931682,61.8533
C5H6O_21,O=CC1=CCC1,FundScaled,8,854.1209277,10.4689
C5H6O_21,O=CC1=CCC1,FundScaled,9,868.4375536,0.0021
C5H6O_21,O=CC1=CCC1,FundScaled,10,894.7796759,10.3848
C5H6O_21,O=CC1=CCC1,FundScaled,11,956.9684205,37.2834
C5H6O_21,O=CC1=CCC1,FundScaled,12,958.3413234,0.0188
C5H6O_21,O=CC1=CCC1,FundScaled,13,1001.344827,0.3482
C5H6O_21,O=CC1=CCC1,FundScaled,14,1050.192329,2.8179
C5H6O_21,O=CC1=CCC1,FundScaled,15,1115.883846,0.5196
C5H6O_21,O=CC1=CCC1,FundScaled,16,1130.424232,3.3282
C5H6O_21,O=CC1=CCC1,FundScaled,17,1170.354067,1.9691
C5H6O_21,O=CC1=CCC1,FundScaled,18,1186.045982,15.7157
C5H6O_21,O=CC1=CCC1,FundScaled,19,1242.282904,16.9521
C5H6O_21,O=CC1=CCC1,FundScaled,20,1367.99675,4.3493
C5H6O_21,O=CC1=CCC1,FundScaled,21,1378.397721,5.9231
C5H6O_21,O=CC1=CCC1,FundScaled,22,1405.998719,4.055
C5H6O_21,O=CC1=CCC1,FundScaled,23,1624.419488,114.0138
C5H6O_21,O=CC1=CCC1,FundScaled,24,1747.127318,218.2046
C5H6O_21,O=CC1=CCC1,FundScaled,25,2793.127656,112.0414
C5H6O_21,O=CC1=CCC1,FundScaled,26,2927.750677,22.8727
C5H6O_21,O=CC1=CCC1,FundScaled,27,2933.551831,28.1414
C5H6O_21,O=CC1=CCC1,FundScaled,28,2983.589316,0.8566
C5H6O_21,O=CC1=CCC1,FundScaled,29,2995.22025,23.4754
C5H6O_21,O=CC1=CCC1,FundScaled,30,3084.927073,3.1157
C5H6O_22,O=CC1CC=C1,FundScaled,1,81.48992046,7.3894
C5H6O_22,O=CC1CC=C1,FundScaled,2,157.2714348,2.2055
C5H6O_22,O=CC1CC=C1,FundScaled,3,338.5180989,2.3796
C5H6O_22,O=CC1CC=C1,FundScaled,4,407.5767972,2.7771
C5H6O_22,O=CC1CC=C1,FundScaled,5,454.1653259,9.0096
C5H6O_22,O=CC1CC=C1,FundScaled,6,678.8064296,82.2205
C5H6O_22,O=CC1CC=C1,FundScaled,7,823.4542755,0.6388
C5H6O_22,O=CC1CC=C1,FundScaled,8,851.7547979,3.7949
C5H6O_22,O=CC1CC=C1,FundScaled,9,866.4558711,0.5103
C5H6O_22,O=CC1CC=C1,FundScaled,10,904.3569813,20.4989
C5H6O_22,O=CC1CC=C1,FundScaled,11,912.9265561,2.0533
C5H6O_22,O=CC1CC=C1,FundScaled,12,969.3118562,0.905
C5H6O_22,O=CC1CC=C1,FundScaled,13,1007.768215,1.8226
C5H6O_22,O=CC1CC=C1,FundScaled,14,1030.495256,14.4658
C5H6O_22,O=CC1CC=C1,FundScaled,15,1089.574453,6.1551
C5H6O_22,O=CC1CC=C1,FundScaled,16,1116.980986,11.5634
C5H6O_22,O=CC1CC=C1,FundScaled,17,1160.512544,3.3789
C5H6O_22,O=CC1CC=C1,FundScaled,18,1177.451502,1.4592
C5H6O_22,O=CC1CC=C1,FundScaled,19,1227.793186,1.6863
C5H6O_22,O=CC1CC=C1,FundScaled,20,1266.125308,7.2346
C5H6O_22,O=CC1CC=C1,FundScaled,21,1353.910372,2.1285
C5H6O_22,O=CC1CC=C1,FundScaled,22,1395.465592,3.249
C5H6O_22,O=CC1CC=C1,FundScaled,23,1597.967347,2.4685
C5H6O_22,O=CC1CC=C1,FundScaled,24,1780.310482,292.9607
C5H6O_22,O=CC1CC=C1,FundScaled,25,2764.896504,74.2528
C5H6O_22,O=CC1CC=C1,FundScaled,26,2924.702199,26.1842
C5H6O_22,O=CC1CC=C1,FundScaled,27,2973.135101,8.4849
C5H6O_22,O=CC1CC=C1,FundScaled,28,2987.50707,13.8595
C5H6O_22,O=CC1CC=C1,FundScaled,29,3061.803086,5.3502
C5H6O_22,O=CC1CC=C1,FundScaled,30,3091.518878,11.2485
C5H6O_23,O=C1CCC=C1,FundScaled,1,86.4443177,2.2896
C5H6O_23,O=C1CCC=C1,FundScaled,2,277.9749677,1.0437
C5H6O_23,O=C1CCC=C1,FundScaled,3,452.8989117,7.9139
C5H6O_23,O=C1CCC=C1,FundScaled,4,513.7512991,2.2612
C5H6O_23,O=C1CCC=C1,FundScaled,5,606.7325547,4.0682
C5H6O_23,O=C1CCC=C1,FundScaled,6,728.0423862,37.5806
C5H6O_23,O=C1CCC=C1,FundScaled,7,728.5103259,4.8568
C5H6O_23,O=C1CCC=C1,FundScaled,8,792.1618591,0.0983
C5H6O_23,O=C1CCC=C1,FundScaled,9,802.0661688,4.24
C5H6O_23,O=C1CCC=C1,FundScaled,10,892.9295775,13.7896
C5H6O_23,O=C1CCC=C1,FundScaled,11,943.5954029,7.2471
C5H6O_23,O=C1CCC=C1,FundScaled,12,977.3109148,5.1278
C5H6O_23,O=C1CCC=C1,FundScaled,13,977.7619652,4.9661
C5H6O_23,O=C1CCC=C1,FundScaled,14,1045.887551,2.6929
C5H6O_23,O=C1CCC=C1,FundScaled,15,1103.418369,0.156
C5H6O_23,O=C1CCC=C1,FundScaled,16,1142.995531,45.2653
C5H6O_23,O=C1CCC=C1,FundScaled,17,1172.13241,1.0074
C5H6O_23,O=C1CCC=C1,FundScaled,18,1214.529233,19.255
C5H6O_23,O=C1CCC=C1,FundScaled,19,1270.2402,3.2876
C5H6O_23,O=C1CCC=C1,FundScaled,20,1304.882145,20.6784
C5H6O_23,O=C1CCC=C1,FundScaled,21,1365.556193,7.034
C5H6O_23,O=C1CCC=C1,FundScaled,22,1400.604531,16.921
C5H6O_23,O=C1CCC=C1,FundScaled,23,1610.137786,25.7643
C5H6O_23,O=C1CCC=C1,FundScaled,24,1768.7868,398.5748
C5H6O_23,O=C1CCC=C1,FundScaled,25,2924.114411,17.9106
C5H6O_23,O=C1CCC=C1,FundScaled,26,2950.303003,4.1223
C5H6O_23,O=C1CCC=C1,FundScaled,27,2966.877743,6.4572
C5H6O_23,O=C1CCC=C1,FundScaled,28,3005.477232,3.8777
C5H6O_23,O=C1CCC=C1,FundScaled,29,3061.389631,5.9511
C5H6O_23,O=C1CCC=C1,FundScaled,30,3098.449805,1.8872
C5H6O_24,O=C1CC=CC1,FundScaled,1,87.87647648,8.5125
C5H6O_24,O=C1CC=CC1,FundScaled,2,361.4602157,0
C5H6O_24,O=C1CC=CC1,FundScaled,3,440.492117,0.0924
C5H6O_24,O=C1CC=CC1,FundScaled,4,455.7243933,7.5189
